age,gender,parent_income,num_siblings,family_support,commute_time_min,part_time_job,previous_gpa,num_failed_courses,high_school_grade,math_background_score,language_background_score,science_background_score,prior_semester_credits,study_hours_last_semester,past_attendance_rate,academic_warnings_count,lecture_attendance_rate,assignment_submission_rate,quiz_avg_score,midterm_score,lab_participation_rate,online_portal_usage_minutes,group_project_activity,library_visits_per_month,discussion_forum_posts,lateness_count,stress_level,sleep_hours,motivation_level,study_time_per_week,concentration_level,exam_anxiety_level,course_difficulty_rating,teacher_experience_years,class_size,num_prerequisites,course_type,final_score,final_grade,pass_fail
27.0,Female,15307.0,1.0,3.0,96.0,Yes,1.59,1.0,80.9,86.0,14.0,,19.0,61.0,78.0,0.0,57.0,64.0,44.0,15.0,3.0,1036.0,77.0,12.0,7.0,2.0,8.0,7.6,5.0,11.0,1.0,0.0,1.0,20.0,85.0,0.0,Elective,,C,Fail
19.0,Male,22027.0,1.0,,14.0,No,2.17,1.0,91.2,27.0,75.0,96.0,15.0,119.0,89.0,2.0,90.0,78.0,26.0,19.0,89.0,458.0,99.0,5.0,6.0,4.0,3.0,5.0,3.0,12.0,9.0,0.0,3.0,35.0,87.0,3.0,Mandatory,61.7,D,Pass
24.0,Female,10559.0,0.0,0.0,52.0,No,3.78,4.0,96.4,84.0,94.0,9.0,20.0,194.0,66.0,2.0,,94.0,36.0,45.0,53.0,1877.0,31.0,16.0,17.0,,6.0,5.5,9.0,0.0,4.0,6.0,2.0,14.0,181.0,0.0,Elective,68.2,C,Pass
22.0,Female,6650.0,5.0,2.0,100.0,Yes,3.53,2.0,81.6,23.0,57.0,89.0,13.0,16.0,84.0,0.0,73.0,62.0,25.0,1.0,28.0,22.0,8.0,4.0,44.0,8.0,5.0,6.2,4.0,7.0,3.0,7.0,4.0,20.0,117.0,3.0,Mandatory,43.0,C,Fail
18.0,Male,12844.0,3.0,1.0,19.0,Yes,3.39,0.0,91.1,19.0,59.0,60.0,20.0,18.0,63.0,1.0,55.0,84.0,62.0,36.0,14.0,309.0,84.0,15.0,39.0,14.0,7.0,9.8,0.0,23.0,0.0,5.0,4.0,30.0,68.0,3.0,Elective,74.5,C,Pass
18.0,Female,19633.0,5.0,4.0,4.0,Yes,1.12,0.0,61.3,95.0,89.0,36.0,20.0,150.0,52.0,1.0,78.0,80.0,21.0,16.0,58.0,196.0,2.0,15.0,33.0,12.0,8.0,8.8,4.0,18.0,10.0,8.0,4.0,11.0,42.0,1.0,Mandatory,46.5,C,Fail
26.0,Female,4983.0,5.0,5.0,63.0,Yes,1.5,1.0,75.7,13.0,89.0,51.0,15.0,60.0,78.0,3.0,55.0,86.0,55.0,16.0,53.0,1069.0,94.0,6.0,28.0,13.0,0.0,4.6,9.0,33.0,8.0,4.0,3.0,39.0,161.0,,Mandatory,53.1,C,Pass
22.0,Male,6575.0,3.0,0.0,47.0,No,1.92,2.0,64.2,96.0,19.0,1.0,14.0,184.0,96.0,1.0,80.0,71.0,71.0,99.0,19.0,62.0,80.0,11.0,2.0,12.0,2.0,4.1,9.0,17.0,2.0,6.0,3.0,1.0,,0.0,Elective,87.1,A,Pass
18.0,Male,29604.0,4.0,3.0,39.0,Yes,1.91,3.0,100.0,,9.0,14.0,16.0,159.0,64.0,2.0,92.0,68.0,40.0,49.0,6.0,1561.0,0.0,3.0,11.0,7.0,2.0,3.3,6.0,16.0,0.0,0.0,2.0,4.0,121.0,4.0,Mandatory,57.7,C,Pass
24.0,Male,29710.0,3.0,0.0,23.0,Yes,1.39,3.0,68.8,47.0,95.0,39.0,19.0,108.0,71.0,0.0,62.0,66.0,,17.0,54.0,1264.0,68.0,3.0,,1.0,1.0,4.6,6.0,38.0,5.0,1.0,3.0,30.0,161.0,3.0,Mandatory,53.3,C,Pass
26.0,Male,25831.0,1.0,0.0,69.0,Yes,1.87,2.0,61.2,97.0,68.0,85.0,15.0,190.0,50.0,3.0,56.0,69.0,81.0,92.0,62.0,1313.0,25.0,16.0,3.0,5.0,,6.0,1.0,6.0,0.0,2.0,4.0,26.0,96.0,1.0,Mandatory,,B,Pass
28.0,Male,27515.0,0.0,2.0,11.0,No,2.28,4.0,88.6,14.0,53.0,0.0,16.0,66.0,91.0,2.0,74.0,61.0,11.0,10.0,57.0,4.0,38.0,7.0,13.0,4.0,7.0,9.6,5.0,14.0,6.0,7.0,1.0,29.0,74.0,3.0,Mandatory,45.9,C,Fail
18.0,Male,6109.0,3.0,5.0,3.0,Yes,1.15,3.0,73.0,99.0,,30.0,18.0,132.0,59.0,1.0,83.0,75.0,57.0,16.0,75.0,306.0,23.0,6.0,18.0,9.0,0.0,6.4,6.0,4.0,1.0,4.0,5.0,3.0,142.0,2.0,Mandatory,65.2,C,Pass
27.0,Male,16363.0,2.0,4.0,111.0,No,2.21,1.0,56.3,25.0,78.0,16.0,20.0,191.0,62.0,1.0,95.0,69.0,37.0,87.0,71.0,855.0,6.0,16.0,28.0,12.0,9.0,6.3,2.0,5.0,1.0,3.0,3.0,9.0,177.0,3.0,Mandatory,88.2,A,Pass
21.0,Male,14429.0,2.0,3.0,42.0,No,2.49,4.0,89.4,72.0,77.0,7.0,12.0,174.0,88.0,0.0,92.0,55.0,36.0,76.0,89.0,1482.0,38.0,3.0,15.0,6.0,5.0,9.5,9.0,13.0,0.0,3.0,2.0,10.0,47.0,0.0,,74.6,C,Pass
20.0,Male,22407.0,2.0,0.0,76.0,No,1.12,0.0,74.1,77.0,54.0,53.0,19.0,70.0,92.0,3.0,69.0,80.0,28.0,6.0,60.0,524.0,22.0,10.0,15.0,13.0,5.0,6.0,7.0,14.0,2.0,,5.0,7.0,169.0,2.0,Mandatory,54.2,C,Pass
22.0,Male,26353.0,3.0,1.0,51.0,No,3.02,4.0,89.5,8.0,80.0,48.0,15.0,174.0,99.0,1.0,77.0,97.0,7.0,67.0,65.0,629.0,46.0,15.0,26.0,11.0,5.0,5.1,5.0,27.0,3.0,8.0,2.0,18.0,66.0,1.0,Mandatory,81.7,B,Pass
24.0,Male,18973.0,0.0,1.0,110.0,No,1.24,4.0,87.6,32.0,51.0,85.0,20.0,184.0,,3.0,85.0,88.0,62.0,48.0,83.0,1942.0,41.0,0.0,6.0,13.0,4.0,7.5,10.0,32.0,7.0,6.0,1.0,4.0,122.0,3.0,Elective,68.1,C,Pass
25.0,Male,3782.0,3.0,5.0,20.0,Yes,2.94,1.0,78.5,91.0,6.0,69.0,15.0,97.0,97.0,3.0,94.0,93.0,20.0,64.0,27.0,1232.0,7.0,15.0,42.0,9.0,7.0,4.8,5.0,27.0,6.0,8.0,2.0,30.0,77.0,0.0,,72.8,C,Pass
19.0,Female,22952.0,1.0,4.0,68.0,Yes,3.98,4.0,86.0,58.0,0.0,93.0,20.0,159.0,97.0,2.0,50.0,82.0,95.0,19.0,61.0,1653.0,,6.0,45.0,9.0,0.0,4.6,9.0,27.0,2.0,2.0,2.0,10.0,148.0,1.0,Elective,,C,Pass
24.0,Male,11399.0,3.0,5.0,12.0,No,1.18,0.0,92.8,2.0,84.0,31.0,20.0,52.0,85.0,2.0,52.0,66.0,40.0,70.0,10.0,1174.0,26.0,4.0,20.0,8.0,8.0,7.8,3.0,29.0,3.0,0.0,1.0,35.0,99.0,,Mandatory,61.8,D,Pass
18.0,Male,6412.0,5.0,0.0,1.0,Yes,1.82,1.0,72.4,22.0,6.0,99.0,13.0,165.0,63.0,0.0,61.0,71.0,90.0,68.0,12.0,1400.0,41.0,6.0,16.0,11.0,4.0,5.5,0.0,8.0,1.0,0.0,5.0,11.0,136.0,0.0,Mandatory,78.4,B,Pass
24.0,Male,28919.0,2.0,4.0,107.0,Yes,1.39,4.0,97.8,5.0,75.0,10.0,18.0,173.0,80.0,3.0,84.0,82.0,86.0,41.0,40.0,1690.0,9.0,1.0,25.0,8.0,1.0,8.6,0.0,15.0,2.0,8.0,3.0,30.0,172.0,2.0,Elective,77.6,C,Pass
25.0,Male,16739.0,2.0,0.0,5.0,Yes,2.11,,59.1,77.0,7.0,44.0,12.0,65.0,89.0,1.0,61.0,66.0,34.0,51.0,55.0,410.0,8.0,2.0,5.0,6.0,8.0,6.1,3.0,32.0,10.0,6.0,5.0,29.0,168.0,1.0,Mandatory,63.1,C,
19.0,Male,17087.0,5.0,3.0,92.0,No,3.51,1.0,98.5,71.0,63.0,13.0,18.0,162.0,86.0,2.0,150.0,74.0,42.0,44.0,29.0,1955.0,30.0,4.0,25.0,9.0,-3.0,-5.0,3.0,18.0,5.0,3.0,4.0,30.0,165.0,4.0,Elective,62.7,D,Pass
26.0,Female,16598.0,0.0,1.0,22.0,Yes,3.79,3.0,61.7,86.0,36.0,82.0,20.0,182.0,90.0,2.0,87.0,51.0,78.0,59.0,41.0,,27.0,6.0,7.0,10.0,9.0,8.1,0.0,30.0,5.0,6.0,2.0,19.0,77.0,1.0,Mandatory,74.3,C,Pass
18.0,Female,27422.0,4.0,5.0,98.0,Yes,3.52,1.0,75.4,46.0,44.0,65.0,16.0,51.0,69.0,3.0,84.0,56.0,99.0,63.0,23.0,1926.0,98.0,18.0,42.0,6.0,2.0,9.6,4.0,19.0,3.0,5.0,3.0,6.0,21.0,1.0,Elective,79.3,B,Pass
23.0,Female,12616.0,2.0,2.0,73.0,Yes,3.07,3.0,73.5,42.0,50.0,4.0,14.0,22.0,56.0,1.0,76.0,60.0,11.0,18.0,55.0,1161.0,22.0,13.0,40.0,14.0,,8.7,0.0,10.0,6.0,4.0,1.0,38.0,88.0,1.0,Elective,43.6,F,Fail
18.0,Female,6680.0,2.0,5.0,83.0,Yes,3.15,0.0,53.0,94.0,58.0,51.0,12.0,76.0,95.0,1.0,78.0,98.0,99.0,67.0,40.0,1595.0,33.0,14.0,39.0,14.0,2.0,5.3,5.0,7.0,0.0,,3.0,13.0,175.0,1.0,Elective,87.7,C,Pass
20.0,Male,27374.0,4.0,4.0,88.0,Yes,1.36,1.0,59.5,48.0,2.0,23.0,20.0,136.0,89.0,2.0,99.0,66.0,42.0,71.0,31.0,569.0,5.0,14.0,40.0,8.0,9.0,3.8,3.0,11.0,10.0,5.0,,39.0,110.0,2.0,Mandatory,77.4,C,Pass
28.0,Female,2470.0,3.0,3.0,35.0,No,1.75,1.0,91.5,16.0,64.0,34.0,12.0,181.0,65.0,3.0,52.0,80.0,84.0,64.0,44.0,1413.0,70.0,10.0,37.0,2.0,0.0,9.7,10.0,13.0,1.0,10.0,4.0,34.0,160.0,1.0,Mandatory,74.5,C,Pass
23.0,Female,14101.0,2.0,1.0,9.0,No,2.09,3.0,63.8,73.0,39.0,38.0,13.0,182.0,74.0,,97.0,65.0,6.0,90.0,76.0,830.0,75.0,6.0,15.0,6.0,4.0,4.3,4.0,4.0,2.0,5.0,4.0,7.0,120.0,3.0,Mandatory,74.8,C,Pass
20.0,,6827.0,0.0,3.0,26.0,Yes,1.15,1.0,50.3,11.0,3.0,58.0,15.0,155.0,99.0,1.0,73.0,64.0,63.0,51.0,85.0,1180.0,68.0,7.0,15.0,0.0,2.0,4.8,0.0,12.0,1.0,0.0,1.0,34.0,55.0,4.0,,58.6,D,Pass
25.0,Female,7067.0,3.0,5.0,6.0,No,3.46,3.0,91.2,21.0,87.0,54.0,,111.0,60.0,2.0,89.0,97.0,46.0,25.0,57.0,1616.0,39.0,1.0,37.0,10.0,10.0,5.1,7.0,15.0,1.0,3.0,2.0,2.0,,0.0,Elective,73.9,C,Pass
22.0,Female,12286.0,3.0,5.0,49.0,No,1.77,4.0,97.6,10.0,43.0,83.0,19.0,34.0,50.0,0.0,53.0,75.0,68.0,19.0,16.0,,99.0,18.0,0.0,3.0,8.0,5.6,3.0,4.0,5.0,7.0,,34.0,157.0,,Elective,54.7,C,Pass
19.0,Male,4994.0,2.0,2.0,,No,1.16,1.0,76.6,21.0,37.0,27.0,,192.0,91.0,3.0,55.0,53.0,26.0,65.0,11.0,1868.0,31.0,9.0,8.0,11.0,0.0,4.8,3.0,38.0,10.0,7.0,5.0,12.0,54.0,0.0,Mandatory,,C,Pass
21.0,Male,21513.0,3.0,0.0,85.0,Yes,1.22,2.0,79.9,88.0,88.0,87.0,20.0,93.0,51.0,3.0,70.0,59.0,17.0,40.0,27.0,419.0,73.0,3.0,16.0,1.0,9.0,5.7,0.0,15.0,8.0,10.0,5.0,18.0,40.0,0.0,Mandatory,49.7,F,Fail
26.0,Female,24551.0,3.0,0.0,45.0,No,3.91,1.0,55.7,,31.0,41.0,15.0,177.0,84.0,1.0,90.0,65.0,42.0,17.0,94.0,831.0,15.0,18.0,9.0,10.0,9.0,10.0,2.0,12.0,6.0,2.0,1.0,4.0,160.0,0.0,Elective,54.3,D,Pass
21.0,Male,19697.0,,3.0,81.0,Yes,3.74,2.0,97.4,,43.0,55.0,19.0,165.0,92.0,0.0,52.0,85.0,,16.0,22.0,1270.0,49.0,18.0,,14.0,4.0,9.0,4.0,18.0,8.0,0.0,1.0,22.0,83.0,4.0,Mandatory,60.6,D,Pass
27.0,Female,13070.0,3.0,3.0,0.0,Yes,3.88,2.0,60.6,81.0,4.0,1.0,13.0,81.0,84.0,2.0,61.0,52.0,23.0,69.0,37.0,,22.0,18.0,46.0,8.0,4.0,5.0,6.0,14.0,7.0,,4.0,19.0,186.0,2.0,Mandatory,50.2,D,Pass
27.0,Male,24930.0,5.0,4.0,88.0,No,3.87,4.0,77.5,14.0,15.0,41.0,13.0,98.0,85.0,0.0,74.0,70.0,58.0,48.0,38.0,1759.0,9.0,8.0,24.0,6.0,5.0,3.0,4.0,5.0,10.0,3.0,3.0,,56.0,1.0,Mandatory,72.6,C,Pass
25.0,Female,27623.0,2.0,3.0,54.0,,3.4,2.0,98.3,42.0,88.0,3.0,15.0,149.0,97.0,0.0,50.0,88.0,,85.0,15.0,890.0,,16.0,32.0,8.0,8.0,8.0,10.0,10.0,7.0,7.0,2.0,18.0,175.0,2.0,Elective,72.2,C,Pass
22.0,Female,27663.0,2.0,0.0,119.0,Yes,1.83,3.0,72.4,40.0,27.0,83.0,19.0,156.0,87.0,3.0,,97.0,47.0,64.0,60.0,1923.0,58.0,10.0,49.0,0.0,6.0,8.8,4.0,11.0,10.0,8.0,2.0,,137.0,1.0,Mandatory,83.2,C,Pass
28.0,Female,9934.0,5.0,5.0,52.0,Yes,1.97,3.0,54.7,97.0,87.0,45.0,18.0,158.0,88.0,,69.0,91.0,29.0,87.0,78.0,1073.0,66.0,3.0,46.0,4.0,0.0,5.9,,2.0,9.0,0.0,2.0,25.0,79.0,4.0,Elective,77.6,B,Pass
28.0,Male,15971.0,5.0,3.0,20.0,No,2.21,1.0,,21.0,17.0,77.0,13.0,42.0,51.0,1.0,65.0,79.0,77.0,78.0,21.0,451.0,93.0,19.0,33.0,6.0,5.0,3.1,10.0,2.0,1.0,0.0,5.0,31.0,109.0,3.0,,73.2,C,Pass
27.0,Male,15939.0,5.0,1.0,112.0,Yes,3.36,0.0,53.6,67.0,65.0,37.0,20.0,10.0,52.0,0.0,53.0,99.0,75.0,75.0,71.0,1152.0,11.0,19.0,47.0,13.0,8.0,4.4,7.0,24.0,1.0,10.0,3.0,6.0,198.0,1.0,Mandatory,72.6,C,Pass
18.0,Female,23742.0,4.0,1.0,93.0,No,3.78,4.0,70.2,42.0,63.0,10.0,19.0,145.0,63.0,2.0,75.0,94.0,37.0,71.0,46.0,1607.0,19.0,7.0,47.0,,8.0,6.6,4.0,38.0,6.0,4.0,2.0,29.0,152.0,3.0,,80.0,C,
24.0,Male,2282.0,1.0,0.0,31.0,No,2.32,4.0,79.5,49.0,16.0,31.0,20.0,146.0,55.0,2.0,51.0,72.0,16.0,57.0,,768.0,31.0,6.0,28.0,8.0,2.0,5.9,9.0,3.0,8.0,6.0,3.0,39.0,173.0,,Elective,64.6,C,Pass
20.0,Male,9609.0,4.0,3.0,98.0,No,1.9,4.0,72.5,72.0,17.0,64.0,16.0,151.0,94.0,0.0,,67.0,94.0,96.0,52.0,248.0,70.0,8.0,30.0,8.0,3.0,9.3,9.0,19.0,7.0,9.0,5.0,16.0,149.0,2.0,Elective,77.2,B,Pass
27.0,Female,16428.0,0.0,5.0,110.0,Yes,1.73,4.0,67.2,47.0,98.0,95.0,18.0,47.0,55.0,3.0,75.0,90.0,89.0,96.0,87.0,1667.0,35.0,1.0,,6.0,2.0,6.4,2.0,35.0,0.0,4.0,3.0,13.0,62.0,2.0,Mandatory,77.8,C,Pass
25.0,Male,13840.0,0.0,3.0,13.0,Yes,1.77,4.0,58.3,53.0,53.0,73.0,14.0,192.0,60.0,0.0,91.0,61.0,55.0,11.0,7.0,190.0,94.0,4.0,4.0,,1.0,5.8,6.0,1.0,7.0,3.0,5.0,16.0,48.0,0.0,Mandatory,47.4,C,Fail
29.0,Male,19782.0,2.0,3.0,38.0,Yes,1.02,0.0,84.9,6.0,35.0,36.0,12.0,70.0,78.0,2.0,97.0,62.0,,74.0,93.0,643.0,11.0,10.0,29.0,10.0,9.0,5.1,,13.0,6.0,,4.0,7.0,130.0,0.0,Elective,81.7,C,Pass
20.0,Female,4733.0,1.0,,41.0,No,1.7,1.0,,59.0,21.0,35.0,15.0,93.0,71.0,1.0,72.0,72.0,23.0,48.0,38.0,1137.0,31.0,,17.0,0.0,3.0,5.8,8.0,36.0,8.0,3.0,3.0,26.0,129.0,1.0,Mandatory,58.7,C,Pass
18.0,Female,6067.0,4.0,0.0,24.0,No,1.88,1.0,66.5,22.0,1.0,75.0,18.0,174.0,87.0,3.0,81.0,57.0,15.0,12.0,52.0,64.0,5.0,8.0,30.0,14.0,2.0,7.5,4.0,2.0,5.0,4.0,3.0,21.0,76.0,1.0,Mandatory,57.3,C,Pass
,Male,20741.0,1.0,4.0,28.0,No,3.33,4.0,76.0,40.0,54.0,4.0,14.0,199.0,73.0,2.0,68.0,54.0,11.0,73.0,0.0,1568.0,30.0,1.0,1.0,2.0,7.0,6.3,4.0,9.0,9.0,4.0,3.0,21.0,131.0,4.0,Mandatory,62.8,D,Pass
19.0,Male,13127.0,2.0,5.0,103.0,Yes,2.65,0.0,58.3,60.0,,26.0,18.0,182.0,50.0,3.0,65.0,95.0,66.0,98.0,35.0,1284.0,6.0,16.0,14.0,,5.0,5.5,5.0,35.0,7.0,0.0,3.0,36.0,134.0,2.0,Elective,80.5,B,Pass
28.0,Male,14010.0,3.0,1.0,31.0,No,1.99,0.0,53.7,,44.0,83.0,12.0,123.0,71.0,1.0,64.0,78.0,52.0,12.0,64.0,1861.0,27.0,3.0,2.0,3.0,7.0,4.5,1.0,13.0,10.0,1.0,5.0,30.0,33.0,0.0,Elective,53.3,D,Pass
21.0,Female,5238.0,2.0,0.0,10.0,No,2.79,0.0,58.4,65.0,63.0,6.0,17.0,15.0,63.0,,88.0,96.0,21.0,39.0,99.0,1691.0,91.0,17.0,33.0,1.0,0.0,6.4,2.0,5.0,0.0,10.0,4.0,15.0,22.0,0.0,Mandatory,70.5,C,Pass
18.0,Male,11964.0,2.0,,27.0,Yes,3.36,2.0,54.6,41.0,37.0,34.0,15.0,42.0,65.0,3.0,61.0,70.0,11.0,90.0,85.0,1598.0,29.0,0.0,14.0,4.0,0.0,9.2,10.0,29.0,2.0,1.0,5.0,13.0,85.0,2.0,Mandatory,69.7,C,Pass
26.0,Male,26373.0,1.0,4.0,68.0,Yes,2.83,3.0,80.8,14.0,31.0,,16.0,170.0,54.0,,79.0,65.0,67.0,24.0,97.0,256.0,20.0,1.0,5.0,4.0,10.0,7.4,4.0,30.0,1.0,2.0,1.0,28.0,42.0,1.0,Mandatory,61.8,C,Pass
23.0,Male,9210.0,0.0,2.0,98.0,No,1.21,0.0,82.8,97.0,14.0,21.0,15.0,141.0,78.0,3.0,60.0,79.0,14.0,60.0,83.0,1222.0,0.0,15.0,36.0,9.0,9.0,9.1,7.0,33.0,3.0,1.0,3.0,23.0,103.0,0.0,Mandatory,69.9,C,Pass
25.0,Male,2787.0,,4.0,24.0,No,1.72,2.0,99.9,99.0,17.0,54.0,20.0,42.0,80.0,0.0,94.0,81.0,17.0,6.0,80.0,67.0,14.0,7.0,23.0,9.0,7.0,8.9,5.0,39.0,3.0,6.0,3.0,34.0,20.0,1.0,Elective,55.1,D,Pass
28.0,Male,17699.0,3.0,4.0,51.0,Yes,1.86,4.0,99.6,76.0,79.0,4.0,19.0,109.0,91.0,3.0,85.0,68.0,39.0,36.0,45.0,311.0,98.0,14.0,14.0,12.0,8.0,3.3,7.0,18.0,9.0,8.0,1.0,16.0,194.0,0.0,Mandatory,63.6,C,Pass
21.0,Male,29800.0,0.0,0.0,40.0,Yes,2.09,2.0,72.1,18.0,35.0,65.0,20.0,151.0,80.0,2.0,98.0,90.0,40.0,57.0,72.0,1765.0,78.0,16.0,34.0,2.0,5.0,8.9,3.0,37.0,3.0,3.0,1.0,20.0,73.0,0.0,Mandatory,73.7,C,Pass
26.0,Female,26618.0,,2.0,50.0,No,1.07,3.0,61.5,78.0,7.0,10.0,14.0,104.0,54.0,0.0,56.0,68.0,63.0,33.0,83.0,296.0,80.0,10.0,11.0,1.0,9.0,7.1,9.0,12.0,5.0,2.0,5.0,36.0,54.0,3.0,Elective,52.7,D,Pass
19.0,Female,17060.0,1.0,2.0,6.0,Yes,3.23,0.0,74.5,45.0,18.0,1.0,17.0,191.0,72.0,0.0,72.0,70.0,71.0,30.0,1.0,789.0,3.0,10.0,30.0,0.0,0.0,8.5,2.0,21.0,7.0,9.0,1.0,31.0,122.0,2.0,Mandatory,62.4,C,Pass
26.0,Female,14488.0,0.0,3.0,32.0,Yes,2.41,3.0,94.9,96.0,13.0,69.0,13.0,74.0,51.0,0.0,81.0,60.0,21.0,49.0,65.0,1632.0,46.0,18.0,36.0,,7.0,5.8,0.0,1.0,5.0,1.0,2.0,21.0,142.0,3.0,Mandatory,59.5,D,Pass
29.0,Male,29518.0,4.0,4.0,41.0,Yes,3.69,1.0,84.1,16.0,49.0,91.0,13.0,174.0,98.0,2.0,89.0,74.0,87.0,99.0,,,32.0,5.0,22.0,3.0,2.0,4.5,6.0,31.0,4.0,7.0,2.0,34.0,21.0,1.0,Elective,88.4,C,Pass
,Male,17002.0,1.0,4.0,90.0,No,2.55,3.0,81.0,65.0,88.0,47.0,16.0,130.0,90.0,1.0,97.0,79.0,75.0,84.0,17.0,1006.0,89.0,14.0,3.0,14.0,4.0,8.5,2.0,36.0,0.0,2.0,5.0,4.0,193.0,3.0,Elective,92.7,C,
23.0,Female,24168.0,0.0,2.0,107.0,No,3.96,0.0,84.8,5.0,39.0,6.0,12.0,140.0,80.0,3.0,96.0,90.0,94.0,13.0,70.0,56.0,,1.0,45.0,13.0,8.0,5.4,0.0,27.0,9.0,8.0,4.0,12.0,87.0,1.0,Elective,72.7,C,Pass
20.0,Female,6643.0,4.0,2.0,110.0,Yes,3.1,4.0,57.6,73.0,1.0,86.0,17.0,57.0,69.0,0.0,53.0,81.0,2.0,21.0,65.0,1863.0,9.0,6.0,46.0,12.0,8.0,9.9,10.0,6.0,9.0,9.0,2.0,19.0,55.0,4.0,Elective,47.7,,Fail
21.0,,22705.0,2.0,5.0,,No,3.66,3.0,69.1,21.0,86.0,23.0,20.0,,80.0,1.0,70.0,65.0,61.0,19.0,42.0,,60.0,7.0,1.0,3.0,7.0,7.7,8.0,3.0,10.0,4.0,3.0,37.0,184.0,2.0,Elective,54.7,C,Pass
23.0,Female,23112.0,3.0,2.0,56.0,No,3.92,1.0,59.6,18.0,48.0,96.0,17.0,139.0,50.0,0.0,87.0,64.0,79.0,9.0,62.0,1991.0,13.0,14.0,25.0,9.0,5.0,6.4,10.0,26.0,9.0,1.0,5.0,26.0,110.0,0.0,Mandatory,60.6,C,Pass
24.0,Female,7640.0,0.0,0.0,90.0,No,2.42,2.0,97.5,40.0,15.0,21.0,16.0,167.0,95.0,3.0,52.0,74.0,12.0,20.0,74.0,1796.0,97.0,5.0,10.0,7.0,,5.7,5.0,36.0,0.0,9.0,5.0,14.0,48.0,2.0,Mandatory,42.9,C,Fail
18.0,Male,5410.0,1.0,0.0,88.0,No,2.9,1.0,59.7,30.0,19.0,80.0,20.0,189.0,,3.0,87.0,88.0,9.0,83.0,4.0,1173.0,91.0,7.0,32.0,7.0,6.0,3.5,1.0,17.0,2.0,3.0,2.0,4.0,89.0,3.0,Elective,78.1,B,Pass
24.0,Male,3358.0,3.0,0.0,85.0,Yes,3.74,2.0,59.1,3.0,31.0,89.0,20.0,27.0,83.0,3.0,51.0,88.0,19.0,64.0,61.0,600.0,23.0,16.0,0.0,3.0,2.0,9.5,7.0,20.0,4.0,4.0,4.0,13.0,22.0,3.0,Elective,58.9,C,Pass
18.0,Male,27780.0,4.0,5.0,10.0,Yes,2.73,1.0,95.3,61.0,19.0,90.0,12.0,72.0,73.0,,90.0,54.0,36.0,72.0,,629.0,66.0,5.0,49.0,3.0,0.0,5.4,2.0,37.0,6.0,5.0,5.0,28.0,60.0,0.0,Elective,67.7,C,Pass
22.0,Male,13796.0,3.0,4.0,69.0,Yes,1.16,0.0,97.5,13.0,34.0,2.0,18.0,187.0,80.0,2.0,84.0,76.0,47.0,55.0,68.0,868.0,96.0,17.0,36.0,3.0,2.0,5.8,3.0,16.0,10.0,9.0,3.0,8.0,198.0,0.0,Mandatory,68.6,C,Pass
23.0,Male,13185.0,5.0,5.0,66.0,Yes,3.09,2.0,85.6,52.0,,51.0,15.0,156.0,83.0,1.0,81.0,89.0,40.0,7.0,34.0,,68.0,9.0,45.0,14.0,8.0,7.3,5.0,25.0,6.0,10.0,1.0,27.0,62.0,0.0,Mandatory,66.9,C,
19.0,Female,17631.0,0.0,5.0,29.0,Yes,3.81,0.0,99.9,95.0,96.0,15.0,,161.0,74.0,3.0,93.0,68.0,31.0,52.0,8.0,1822.0,79.0,17.0,1.0,10.0,6.0,9.0,0.0,10.0,6.0,2.0,1.0,21.0,52.0,2.0,Mandatory,64.0,D,Pass
27.0,Female,12433.0,2.0,2.0,91.0,No,3.34,3.0,52.5,88.0,10.0,35.0,14.0,100.0,78.0,2.0,89.0,71.0,56.0,70.0,18.0,1923.0,96.0,10.0,16.0,8.0,2.0,5.4,10.0,25.0,3.0,10.0,4.0,7.0,158.0,2.0,Elective,68.6,C,Pass
26.0,Male,18921.0,4.0,0.0,104.0,No,3.37,2.0,86.0,37.0,23.0,32.0,18.0,152.0,77.0,2.0,52.0,87.0,52.0,40.0,1.0,,3.0,13.0,1.0,8.0,0.0,5.9,8.0,35.0,3.0,5.0,2.0,26.0,53.0,3.0,Mandatory,66.9,C,Pass
27.0,Female,22252.0,4.0,3.0,80.0,No,1.24,3.0,59.4,59.0,53.0,20.0,15.0,13.0,74.0,1.0,72.0,78.0,,63.0,73.0,1634.0,10.0,18.0,29.0,3.0,3.0,7.0,3.0,3.0,9.0,1.0,2.0,7.0,81.0,4.0,Mandatory,70.4,C,Pass
23.0,Male,6576.0,4.0,2.0,,Yes,3.21,4.0,68.8,4.0,54.0,67.0,20.0,135.0,,3.0,91.0,81.0,63.0,38.0,92.0,1665.0,45.0,11.0,19.0,14.0,9.0,3.7,4.0,36.0,3.0,4.0,3.0,32.0,119.0,,Mandatory,61.9,D,Pass
24.0,Male,22909.0,3.0,5.0,50.0,Yes,1.1,1.0,64.7,8.0,84.0,91.0,15.0,119.0,84.0,0.0,88.0,65.0,89.0,,13.0,1020.0,80.0,17.0,24.0,14.0,3.0,5.0,5.0,5.0,9.0,5.0,3.0,3.0,70.0,4.0,Elective,75.1,,Pass
27.0,Female,21967.0,2.0,2.0,,Yes,3.79,1.0,93.5,3.0,35.0,73.0,20.0,191.0,83.0,3.0,53.0,80.0,32.0,91.0,5.0,1011.0,23.0,17.0,32.0,5.0,10.0,4.0,8.0,32.0,6.0,2.0,4.0,10.0,193.0,2.0,Mandatory,76.6,C,Pass
